"hgnc_id"	"symbol"	"name"	"alias_symbol"	"prev_symbol"	"locus_group"
"HGNC:55574"	"LINC02916"	"long independently transcribed non-coding RNA 2916"	"TCONS_00018175"	""	"non-coding RNA"
"HGNC:55643"	"LINC02917"	"long independently transcribed non-coding RNA 2917"	""	""	"non-coding RNA"
"HGNC:55649"	"LINC02918"	"long independently transcribed non-coding RNA 2918"	"AL357079.1"	""	"non-coding RNA"
"HGNC:55653"	"LINC02919"	"long independently transcribed non-coding RNA 2919"	""	""	"non-coding RNA"
"HGNC:55660"	"LINC02920"	"long independently transcribed non-coding RNA 2920"	""	""	"non-coding RNA"
"HGNC:55667"	"LINC02922"	"long independently transcribed non-coding RNA 2922"	""	""	"non-coding RNA"
"HGNC:55672"	"LINC02923"	"long independently transcribed non-coding RNA 2923"	""	""	"non-coding RNA"
"HGNC:55719"	"LINC02924"	"long independently transcribed non-coding RNA 2924"	""	""	"non-coding RNA"
"HGNC:55756"	"LINC02925"	"long independently transcribed non-coding RNA 2925"	"RP3-439F8.1"	""	"non-coding RNA"
"HGNC:55776"	"LINC02926"	"long independently transcribed non-coding RNA 2926"	""	""	"non-coding RNA"
"HGNC:55778"	"LINC02927"	"long independently transcribed non-coding RNA 2927"	""	""	"non-coding RNA"
"HGNC:55799"	"LINC02928"	"long independently transcribed non-coding RNA 2928"	""	""	"non-coding RNA"
"HGNC:55812"	"LINC02929"	"long independently transcribed non-coding RNA 2929"	""	""	"non-coding RNA"
"HGNC:55821"	"LINC02930"	"long independently transcribed non-coding RNA 2930"	""	""	"non-coding RNA"
"HGNC:55853"	"LINC02931"	"long independently transcribed non-coding RNA 2931"	""	""	"non-coding RNA"
"HGNC:55875"	"LINC02932"	"long independently transcribed non-coding RNA 2932"	"RP11-115N4.1"	""	"non-coding RNA"
"HGNC:55908"	"LINC02933"	"long independently transcribed non-coding RNA 2933"	"AC012213.3"	""	"non-coding RNA"
"HGNC:55913"	"LINC02934"	"long independently transcribed non-coding RNA 2934"	"uc.65"	""	"non-coding RNA"
"HGNC:55939"	"LINC02935"	"long independently transcribed non-coding RNA 2935"	"AL158212.1"	""	"non-coding RNA"
"HGNC:55940"	"LINC02936"	"long independently transcribed non-coding RNA 2936"	"AC017074.1"	""	"non-coding RNA"
"HGNC:55942"	"LINC02937"	"long independently transcribed non-coding RNA 2937"	""	""	"non-coding RNA"
"HGNC:55952"	"LINC02938"	"long independently transcribed non-coding RNA 2938"	""	""	"non-coding RNA"
"HGNC:55954"	"LINC02939"	"long independently transcribed non-coding RNA 2939"	""	""	"non-coding RNA"
"HGNC:55955"	"LINC02940"	"long independently transcribed non-coding RNA 2940"	"CCMAlnc"	""	"non-coding RNA"
"HGNC:55956"	"LINC02941"	"long independently transcribed non-coding RNA 2941"	""	""	"non-coding RNA"
"HGNC:55957"	"LINC02942"	"long independently transcribed non-coding RNA 2942"	""	""	"non-coding RNA"
"HGNC:55958"	"LINC02943"	"long independently transcribed non-coding RNA 2943"	""	""	"non-coding RNA"
"HGNC:55959"	"LINC02944"	"long independently transcribed non-coding RNA 2944"	""	""	"non-coding RNA"
"HGNC:55960"	"LINC02945"	"long independently transcribed non-coding RNA 2945"	"AC004704.1"	""	"non-coding RNA"
"HGNC:27680"	"LINC02946"	"long independently transcribed non-coding RNA 2946"	"RMEL1"	""	"non-coding RNA"
"HGNC:55962"	"LINC02947"	"long independently transcribed non-coding RNA 2947"	""	""	"non-coding RNA"
"HGNC:55963"	"LINC02948"	"long independently transcribed non-coding RNA 2948"	""	""	"non-coding RNA"
"HGNC:55964"	"LINC02949"	"long independently transcribed non-coding RNA 2949"	""	""	"non-coding RNA"
"HGNC:55965"	"LINC02950"	"long independently transcribed non-coding RNA 2950"	""	""	"non-coding RNA"
"HGNC:55967"	"LINC02951"	"long independently transcribed non-coding RNA 2951"	""	""	"non-coding RNA"
"HGNC:55968"	"LINC02952"	"long independently transcribed non-coding RNA 2952"	""	""	"non-coding RNA"
"HGNC:55970"	"LINC02953"	"long independently transcribed non-coding RNA 2953"	""	""	"non-coding RNA"
"HGNC:55972"	"LINC02954"	"long independently transcribed non-coding RNA 2954"	""	""	"non-coding RNA"
"HGNC:55973"	"LINC02955"	"long independently transcribed non-coding RNA 2955"	""	""	"non-coding RNA"
"HGNC:55976"	"LINC02956"	"long independently transcribed non-coding RNA 2956"	""	""	"non-coding RNA"
"HGNC:55977"	"LINC02957"	"long independently transcribed non-coding RNA 2957"	""	""	"non-coding RNA"
"HGNC:55981"	"LINC02958"	"long independently transcribed non-coding RNA 2958"	""	""	"non-coding RNA"
"HGNC:55982"	"LINC02959"	"long independently transcribed non-coding RNA 2959"	""	""	"non-coding RNA"
"HGNC:55985"	"LINC02960"	"long independently transcribed non-coding RNA 2960"	""	""	"non-coding RNA"
"HGNC:55986"	"LINC02961"	"long independently transcribed non-coding RNA 2961"	"PP2672"	""	"non-coding RNA"
"HGNC:53945"	"LINC02963"	"long independently transcribed non-coding RNA 2963"	"lncRNA-p3134"	""	"non-coding RNA"
"HGNC:53487"	"LINC02964"	"long independently transcribed non-coding RNA 2964"	""	""	"non-coding RNA"
"HGNC:56003"	"LINC02965"	"long independently transcribed non-coding RNA 2965"	"CTC-523E23.5|lnc-ZNF30-3"	""	"non-coding RNA"
"HGNC:56006"	"LINC02966"	"long independently transcribed non-coding RNA 2966"	"AC016745.3"	""	"non-coding RNA"
"HGNC:56007"	"LINC02967"	"long independently transcribed non-coding RNA 2967"	"AL035661.1"	""	"non-coding RNA"
"HGNC:56008"	"LINC02968"	"long independently transcribed non-coding RNA 2968"	"AL683807.1"	""	"non-coding RNA"
"HGNC:56010"	"LINC02970"	"long independently transcribed non-coding RNA 2970"	""	""	"non-coding RNA"
"HGNC:56012"	"LINC02971"	"long independently transcribed non-coding RNA 2971"	"AL391832.1"	""	"non-coding RNA"
"HGNC:56013"	"LINC02972"	"long independently transcribed non-coding RNA 2972"	"AC092490.1"	""	"non-coding RNA"
"HGNC:56015"	"LINC02973"	"long independently transcribed non-coding RNA 2973"	"AC010904.2"	""	"non-coding RNA"
"HGNC:56017"	"LINC02974"	"long independently transcribed non-coding RNA 2974"	"AP005671.1"	""	"non-coding RNA"
"HGNC:56025"	"LINC02975"	"long independently transcribed non-coding RNA 2975"	"AL161785.1"	""	"non-coding RNA"
"HGNC:56026"	"LINC02976"	"long independently transcribed non-coding RNA 2976"	"RP3-475N16.1"	""	"non-coding RNA"
"HGNC:56036"	"LINC02977"	"long independently transcribed non-coding RNA 2977"	"RP11-4O1.2"	""	"non-coding RNA"
"HGNC:56041"	"LINC02978"	"long independently transcribed non-coding RNA 2978"	""	""	"non-coding RNA"
"HGNC:56043"	"LINC02979"	"long independently transcribed non-coding RNA 2979"	"RP11-703I16.1"	""	"non-coding RNA"
"HGNC:56046"	"LINC02980"	"long independently transcribed non-coding RNA 2980"	""	""	"non-coding RNA"
"HGNC:56055"	"LINC02981"	"long independently transcribed non-coding RNA 2981"	""	""	"non-coding RNA"
"HGNC:56056"	"LINC02982"	"long independently transcribed non-coding RNA 2982"	""	""	"non-coding RNA"
"HGNC:56060"	"LINC02983"	"long independently transcribed non-coding RNA 2983"	""	""	"non-coding RNA"
"HGNC:56063"	"LINC02984"	"long independently transcribed non-coding RNA 2984"	"PROCA11|lnc-OPRK1-3|RP11-400K9.4"	""	"non-coding RNA"
"HGNC:56073"	"LINC02985"	"long independently transcribed non-coding RNA 2985"	"AC156455.1"	""	"non-coding RNA"
"HGNC:56083"	"LINC02986"	"long independently transcribed non-coding RNA 2986"	""	""	"non-coding RNA"
"HGNC:56093"	"LINC02987"	"long independently transcribed non-coding RNA 2987"	""	""	"non-coding RNA"
"HGNC:56098"	"LINC02988"	"long independently transcribed non-coding RNA 2988"	""	""	"non-coding RNA"
"HGNC:56100"	"LINC02989"	"long independently transcribed non-coding RNA 2989"	"lnc-MICAL2-1"	""	"non-coding RNA"
"HGNC:33810"	"LINC02991"	"long independently transcribed non-coding RNA 2991"	""	""	"non-coding RNA"
"HGNC:49287"	"LINC02992"	"long independently transcribed non-coding RNA 2992"	""	""	"non-coding RNA"
"HGNC:56105"	"LINC02993"	"long independently transcribed non-coding RNA 2993"	""	""	"non-coding RNA"
"HGNC:56109"	"LINC02994"	"long independently transcribed non-coding RNA 2994"	""	""	"non-coding RNA"
"HGNC:27744"	"LINC02995"	"long independently transcribed non-coding RNA 2995"	""	""	"non-coding RNA"
"HGNC:56112"	"LINC02996"	"long independently transcribed non-coding RNA 2996"	"TCONS_00010315"	""	"non-coding RNA"
"HGNC:56113"	"LINC02997"	"long independently transcribed non-coding RNA 2997"	""	""	"non-coding RNA"
"HGNC:56114"	"LINC02998"	"long independently transcribed non-coding RNA 2998"	"TCONS_00010334"	""	"non-coding RNA"
"HGNC:56115"	"LINC02999"	"long independently transcribed non-coding RNA 2999"	""	""	"non-coding RNA"
"HGNC:56116"	"LINC03000"	"long independently transcribed non-coding RNA 3000"	""	""	"non-coding RNA"
"HGNC:56118"	"LINC03001"	"long independently transcribed non-coding RNA 3001"	"TCONS_00011222"	""	"non-coding RNA"
"HGNC:56123"	"LINC03002"	"long independently transcribed non-coding RNA 3002"	""	""	"non-coding RNA"
"HGNC:56126"	"LINC03003"	"long independently transcribed non-coding RNA 3003"	""	""	"non-coding RNA"
"HGNC:56128"	"LINC03004"	"long independently transcribed non-coding RNA 3004"	""	""	"non-coding RNA"
"HGNC:56130"	"LINC03005"	"long independently transcribed non-coding RNA 3005"	""	""	"non-coding RNA"
"HGNC:56131"	"LINC03006"	"long independently transcribed non-coding RNA 3006"	""	""	"non-coding RNA"
"HGNC:56132"	"LINC03007"	"long independently transcribed non-coding RNA 3007"	"AC005165.1|AC003090.1"	""	"non-coding RNA"
"HGNC:56133"	"LINC03008"	"long independently transcribed non-coding RNA 3008"	""	""	"non-coding RNA"
"HGNC:56134"	"LINC03009"	"long independently transcribed non-coding RNA 3009"	""	""	"non-coding RNA"
"HGNC:56135"	"LINC03010"	"long independently transcribed non-coding RNA 3010"	""	""	"non-coding RNA"
"HGNC:56136"	"LINC03011"	"long independently transcribed non-coding RNA 3011"	""	""	"non-coding RNA"
"HGNC:56139"	"LINC03012"	"long independently transcribed non-coding RNA 3012"	""	""	"non-coding RNA"
"HGNC:56140"	"LINC03013"	"long independently transcribed non-coding RNA 3013"	""	""	"non-coding RNA"
"HGNC:56142"	"LINC03014"	"long independently transcribed non-coding RNA 3014"	""	""	"non-coding RNA"
"HGNC:56143"	"LINC03015"	"long independently transcribed non-coding RNA 3015"	""	""	"non-coding RNA"
"HGNC:56145"	"LINC03016"	"long independently transcribed non-coding RNA 3016"	""	""	"non-coding RNA"
"HGNC:56146"	"LINC03017"	"long independently transcribed non-coding RNA 3017"	""	""	"non-coding RNA"
"HGNC:27837"	"LINC03018"	"long independently transcribed non-coding RNA 3018"	""	""	"non-coding RNA"
"HGNC:27982"	"LINC03019"	"long independently transcribed non-coding RNA 3019"	"RP11-252C15.1"	""	"non-coding RNA"
"HGNC:56148"	"LINC03020"	"long independently transcribed non-coding RNA 3020"	""	""	"non-coding RNA"
"HGNC:56149"	"LINC03021"	"long independently transcribed non-coding RNA 3021"	""	""	"non-coding RNA"
"HGNC:56151"	"LINC03022"	"long independently transcribed non-coding RNA 3022"	"LINCR-0001"	""	"non-coding RNA"
"HGNC:56154"	"LINC03023"	"long independently transcribed non-coding RNA 3023"	""	""	"non-coding RNA"
"HGNC:56155"	"LINC03024"	"long independently transcribed non-coding RNA 3024"	""	""	"non-coding RNA"
"HGNC:56158"	"LINC03025"	"long independently transcribed non-coding RNA 3025"	""	""	"non-coding RNA"
"HGNC:56164"	"LINC03026"	"long independently transcribed non-coding RNA 3026"	""	""	"non-coding RNA"
"HGNC:48681"	"LINC03027"	"long independently transcribed non-coding RNA 3027"	""	""	"non-coding RNA"
"HGNC:56168"	"LINC03028"	"long independently transcribed non-coding RNA 3028"	""	""	"non-coding RNA"
"HGNC:56169"	"LINC03029"	"long independently transcribed non-coding RNA 3029"	""	""	"non-coding RNA"
"HGNC:56171"	"LINC03030"	"long independently transcribed non-coding RNA 3030"	""	""	"non-coding RNA"
"HGNC:56174"	"LINC03031"	"long independently transcribed non-coding RNA 3031"	""	""	"non-coding RNA"
"HGNC:56192"	"LINC03032"	"long independently transcribed non-coding RNA 3032"	""	""	"non-coding RNA"
"HGNC:44292"	"LINC03033"	"long independently transcribed non-coding RNA 3033"	"LncRNA-CAF|FLJ22447"	""	"non-coding RNA"
"HGNC:54360"	"LINC03034"	"long independently transcribed non-coding RNA 3034"	""	""	"non-coding RNA"
"HGNC:56211"	"LINC03035"	"long independently transcribed non-coding RNA 3035"	""	""	"non-coding RNA"
"HGNC:56220"	"LINC03036"	"long independently transcribed non-coding RNA 3036"	"TP53LC01"	""	"non-coding RNA"
"HGNC:56227"	"LINC03037"	"long independently transcribed non-coding RNA 3037"	"TP53LC17"	""	"non-coding RNA"
"HGNC:56234"	"LINC03039"	"long independently transcribed non-coding RNA 3039"	"lncSIK1"	""	"non-coding RNA"
"HGNC:28692"	"LINC03040"	"long independently transcribed non-coding RNA 3040"	"MGC45491"	"C6orf223"	"non-coding RNA"
"HGNC:19054"	"LINC03041"	"long independently transcribed non-coding RNA 3041"	"Em:AL513424.1"	"C9orf92"	"non-coding RNA"
"HGNC:33774"	"LINC03042"	"long independently transcribed non-coding RNA 3042"	"FLJ43582"	"C8orf86"	"non-coding RNA"
"HGNC:51256"	"LINC03043"	"long independently transcribed non-coding RNA 3043"	""	"C7orf77"	"non-coding RNA"
"HGNC:56250"	"LINC03044"	"long independently transcribed non-coding RNA 3044"	"Lnc524369"	""	"non-coding RNA"
"HGNC:56262"	"LINC03046"	"long independently transcribed non-coding RNA 3046"	"AC010789.1"	""	"non-coding RNA"
"HGNC:56265"	"LINC03047"	"long independently transcribed non-coding RNA 3047"	"KB-1980E6.3"	""	"non-coding RNA"
"HGNC:56272"	"LINC03048"	"long independently transcribed non-coding RNA 3048"	""	""	"non-coding RNA"
"HGNC:56283"	"LINC03050"	"long independently transcribed non-coding RNA 3050"	"AC007389.3"	""	"non-coding RNA"
"HGNC:56330"	"LINC03051"	"long independently transcribed non-coding RNA 3051"	"Lnc-LSAMP-1"	""	"non-coding RNA"
"HGNC:56335"	"LINC03052"	"long independently transcribed non-coding RNA 3052"	"AC009237.14|lncRNA799"	""	"non-coding RNA"
"HGNC:56342"	"LINC03053"	"long independently transcribed non-coding RNA 3053"	"AC092198.1"	""	"non-coding RNA"
"HGNC:56349"	"LINC03054"	"long independently transcribed non-coding RNA 3054"	"AC022915.1"	""	"non-coding RNA"
"HGNC:56352"	"LINC03055"	"long independently transcribed non-coding RNA 3055"	""	""	"non-coding RNA"
"HGNC:56354"	"LINC03056"	"long independently transcribed non-coding RNA 3056"	""	""	"non-coding RNA"
"HGNC:56359"	"LINC03057"	"long independently transcribed non-coding RNA 3057"	"lnc-HOXB8-1:2|RP11-357H14.17"	""	"non-coding RNA"
"HGNC:56363"	"LINC03058"	"long independently transcribed non-coding RNA 3058"	"RP11-219E7.1|AL133371.2"	""	"non-coding RNA"
"HGNC:56366"	"LINC03059"	"long independently transcribed non-coding RNA 3059"	"RP11-108M12.3"	""	"non-coding RNA"
"HGNC:56367"	"LINC03060"	"long independently transcribed non-coding RNA 3060"	"RP11-38M8.1"	""	"non-coding RNA"
"HGNC:56369"	"LINC03062"	"long independently transcribed non-coding RNA 3062"	""	""	"non-coding RNA"
"HGNC:56372"	"LINC03064"	"long independently transcribed non-coding RNA 3064"	"AC026462.3"	""	"non-coding RNA"
"HGNC:56373"	"LINC03065"	"long independently transcribed non-coding RNA 3065"	"AC010999.2"	""	"non-coding RNA"
"HGNC:27767"	"LINC03066"	"long independently transcribed non-coding RNA 3066"	""	""	"non-coding RNA"
"HGNC:56639"	"LINC03067"	"long independently transcribed non-coding RNA 3067"	"AC026412.3"	""	"non-coding RNA"
"HGNC:56640"	"LINC03068"	"long independently transcribed non-coding RNA 3068"	"AL451069.3"	""	"non-coding RNA"
"HGNC:56642"	"LINC03070"	"long independently transcribed non-coding RNA 3070"	"AC110995.1"	""	"non-coding RNA"
"HGNC:56645"	"LINC03071"	"long independently transcribed non-coding RNA 3071"	"AC115837.2"	""	"non-coding RNA"
"HGNC:56650"	"LINC03072"	"long independently transcribed non-coding RNA 3072"	"AC090114.2"	""	"non-coding RNA"
"HGNC:56651"	"LINC03073"	"long independently transcribed non-coding RNA 3073"	"AC092171.5"	""	"non-coding RNA"
"HGNC:56654"	"LINC03074"	"long independently transcribed non-coding RNA 3074"	""	""	"non-coding RNA"
"HGNC:56655"	"LINC03075"	"long independently transcribed non-coding RNA 3075"	""	""	"non-coding RNA"
"HGNC:56656"	"LINC03076"	"long independently transcribed non-coding RNA 3076"	""	""	"non-coding RNA"
"HGNC:56657"	"LINC03077"	"long independently transcribed non-coding RNA 3077"	"RP11-485F13.1"	""	"non-coding RNA"
"HGNC:56665"	"LINC03078"	"long independently transcribed non-coding RNA 3078"	"AC005392.2|CTC-490G23.2"	""	"non-coding RNA"
"HGNC:56669"	"LINC03079"	"long independently transcribed non-coding RNA 3079"	"AL139351.1"	""	"non-coding RNA"
"HGNC:56670"	"LINC03080"	"long independently transcribed non-coding RNA 3080"	"AC015660.1"	""	"non-coding RNA"
"HGNC:56676"	"LINC03082"	"long independently transcribed non-coding RNA 3082"	""	""	"non-coding RNA"
"HGNC:56677"	"LINC03083"	"long independently transcribed non-coding RNA 3083"	"AL133465.1"	""	"non-coding RNA"
"HGNC:56686"	"LINC03084"	"long independently transcribed non-coding RNA 3084"	""	""	"non-coding RNA"
"HGNC:56691"	"LINC03085"	"long independently transcribed non-coding RNA 3085"	"AC073534.2"	""	"non-coding RNA"
"HGNC:56701"	"LINC03086"	"long independently transcribed non-coding RNA 3086"	""	""	"non-coding RNA"
"HGNC:56710"	"LINC03088"	"long independently transcribed non-coding RNA 3088"	"AC125603.2"	""	"non-coding RNA"
"HGNC:56717"	"LINC03089"	"long independently transcribed non-coding RNA 3089"	"RP11-20J15.2"	""	"non-coding RNA"
"HGNC:56719"	"LINC03090"	"long independently transcribed non-coding RNA 3090"	""	""	"non-coding RNA"
"HGNC:56720"	"LINC03091"	"long independently transcribed non-coding RNA 3091"	""	""	"non-coding RNA"
"HGNC:56721"	"LINC03092"	"long independently transcribed non-coding RNA 3092"	""	""	"non-coding RNA"
"HGNC:56723"	"LINC03093"	"long independently transcribed non-coding RNA 3093"	""	""	"non-coding RNA"
"HGNC:56725"	"LINC03094"	"long independently transcribed non-coding RNA 3094"	"lnc-SMC2-1"	""	"non-coding RNA"
"HGNC:56738"	"LINC03095"	"long independently transcribed non-coding RNA 3095"	"lnc-SNX10-87"	""	"non-coding RNA"
"HGNC:56743"	"LINC03096"	"long independently transcribed non-coding RNA 3096"	""	""	"non-coding RNA"
"HGNC:56744"	"LINC03097"	"long independently transcribed non-coding RNA 3097"	""	""	"non-coding RNA"
"HGNC:56745"	"LINC03098"	"long independently transcribed non-coding RNA 3098"	""	""	"non-coding RNA"
"HGNC:56750"	"LINC03099"	"long independently transcribed non-coding RNA 3099"	""	""	"non-coding RNA"
"HGNC:56763"	"LINC03100"	"long independently transcribed non-coding RNA 3100"	""	""	"non-coding RNA"
"HGNC:56823"	"LINC03101"	"long independently transcribed non-coding RNA 3101"	"AC018445.6"	""	"non-coding RNA"
